biuro_kwota; biuro_nazwa; dzial_kwota; dzial_nazwa; dzial_sub_kwota; dzial_sub_nazwa; gmina; zadanie; zadanie_kwota; zadanie_typ; zadanie_tresc;
;;;;;;;2177142 - Kompleksowe wsparcie osób zwolnionych i przewidzianych do zwolnienia z łódzkiego rynku pracy.; 1.176.998;wydatki bie Ŝą ce;Projekt "Kompleksowe wsparcie osób zwolnionych i przewidzianych do zwolnienia z łódzkiego rynkupracy" realizowany jest w latach 2014-2015 w ramach Programu Operacyjnego Kapitał Ludzki,współfinansowany jest w 85% ze  ź ródeł Europejskiego Funduszu Społecznego w formie płatno ś ci oraz w 15% ze  ś rodków bud Ŝ etu pa ń stwa w formie dotacji celowej.  Projekt prowadzony jest w partnerstwie. Liderem projektu jest Miasto Łod ź , natomiast Partnerem jest Development and Business Consulting Gniazdowski i Partnerzy.Celem głównym projektu jest dostosowanie profili kompetencyjnych 200 osób (zwolnionych lubprzewidzianych do zwolnienia z przyczyn le Ŝą cych po stronie zakładu pracy) zamieszkałych lub pracujacych w Łodzi, do wymaga ń  łódzkiego rynku pracy poprzez wsparcie typu outplacement do czerwca 2015 r.W 2014 roku w ramach projektu zaplanowane s ą  nastepuj ą ce wydatki: zarz ą dzanie projektem, szkolenia zawodowe, stypendia szkoleniowe, materiały biurowe i artykuły pi ś miennicze, rozmowy telefoniczne zwi ą zane z obsług ą  administracyjn ą  projektu, wynagrodzenie dla uczestników/czek sta Ŝ u, stron ę internetow ą , projekt i druk ulotek, plakatów do celów promocji.;
 219.806;Biuro Informacji i Komunikacji Społecznej; 219.806;750 Administracja publiczna; 219.806;75095 Pozostała działalno ść;Gmina;2156111 - Wydatki zwi ą zane z obsług ą  Biura; 6.286;wydatki bie Ŝą ce;Wydatki powy Ŝ sze zaplanowane zostały m.in. na: - koszty prac zwi ą zanych z prowadzeniem stron internetowych UMŁ i portali społeczno ś ciowych, - koszty produkcji materiałów multimedialnych,- koszty materiałów informacyjnych, okoliczno ś ciowych i periodycznych, - koszty umów z autorami publikacji oraz koszty innych prac redakcyjnych,- koszty prac wynikaj ą ce z działalno ś ci Biura, - koszty umów z autorami zdj ęć  i innych prac dla potrzeb portalu internetowego UMŁ, - zakup ksi ąŜ ek i materiałów na potrzeby bie Ŝą cej działalno ś ci Biura.;
;;;;;;;2156121 - Koszty zwi ą zane z kwartalnikiem "Kronika Miasta Łodzi"; 93.520;wydatki bie Ŝą ce;Wydatki powy Ŝ sze zaplanowane zostały m.in. na koszty umów o dzieło z autorami publikacji oraz koszty innych prac redakcyjnych.;
;;;;;;;2156151 - Prenumerata prasy; 70.000;wydatki bie Ŝą ce;Wydatki powy Ŝ sze zaplanowane zostały m.in. na: - koszty zakupu i dostawy gazet: dzienników, czasopism i magazynów dla UMŁ,- prenumerat ę  prasy w wersji elektronicznej na potrzeby UMŁ.;
;;;;;;;2188281 - Organizacja imprez, obchodów rocznic, uroczysto ś ci i  ś wi ą t pa ń stwowych; 50.000;wydatki bie Ŝą ce;Wydatki powy Ŝ sze zaplanowane zostały m.in. na: - koszty organizacji uroczysto ś ci z udziałem władz miasta, - koszty konsultacji historycznych,- koszty współpracy z organizacjami i stowarzyszeniami w ramach realizacji uroczysto ś ci, - koszty umów autorskich (prowadzanie, oprawa artystyczna, odczyty itp.).;
 30.000;Biuro Miejskiego Rzecznika Konsumentów; 30.000;750 Administracja publiczna; 30.000;75023 Urz ę dy gmin (miast i miast na prawach powiatu);Powiat;2156812 - Wydatki przeznaczone na działalno ść  Biura Miejskiego Rzecznika Konsumentów; 30.000;wydatki bie Ŝą ce;Wydatki powy Ŝ sze zaplanowane zostały m.in. na: - nagrody dla laureatów konkursów o tematyce konsumenckiej organizowanych dla dzieci   i młodzie Ŝ y z łódzkich szkół pod patronatem Prezydenta Miasta Łodzi, - zakup wydawnictw prawniczych i naukowych nieodzownych w pracy Biura Miejskiego Rzecznika  Konsumentów,- pomoc prawn ą  udzielan ą  konsumentom przez kancelari ę  adwokack ą  (badanie i analiza   dokumentów, przygotowywanie pozwów, wytaczanie powództw na rzecz konsumentów  i wyst ę powanie za ich zgod ą  do tocz ą cego si ę  post ę powania, porady prawne), - umow ę  zlecenia z osob ą  fizyczn ą  w celu zapewnienia obsługi kancelaryjno - sekretarskiej   Biura Miejskiego Rzecznika Konsumentów,- koszty post ę powania s ą dowego.;
 8.014.540;Biuro Nadzoru Wła ś cicielskiego; 8.014.540;750 Administracja publiczna; 8.014.540;75095 Pozostała działalno ść;Gmina;2167671 - Wydatki i opłaty zwi ą zane z prowadzonymi przez Biuro zadaniami; 114.540;wydatki bie Ŝą ce;Planowana kwota przeznaczona zostanie  na:- wypłat ę  zas ą dzonych rent jako zobowi ą zania przej ę te po zlikwidowanych  przedsi ę biorstwach (dot. MPK w likwidacji i PGM - Łód ź  Górna w likwidacji), - usługi prawne, pocztowe, powielanie i kopiowanie,    - opłaty notarialne, s ą dowe i skarbowe,     - ekspertyzy, analizy,  opinie, wyceny,    - opłaty i koszty post ę powa ń  s ą dowych. Powy Ŝ sze wydatki (z wył ą czeniem wydatków ponoszonych na wypłat ę  zas ą dzonych rent) ponoszone s ą  przez Miasto Łód ź  z tytułu nadzoru i polityki wła ś cicielskiej w spółkach z udziałem miasta.     ;
;;;;;;;2167681 - Dopłata do Spółki z o.o. "Port Lotniczy Łód ź  im. Władysława Reymonta"; 7.900.000;wydatki bie Ŝą ce;Planowany  wydatek dotyczy pokrycia cz ęś ci straty  bilansowej  Spółki za 2011 rok w kwocie 3.690.653 zł (kwota 16 mln zł na pokrycie straty za 2011 rok została przekazana w 2013 r.) i pokrycia cz ęś ci straty za 2012 rok w wysoko ś ci 4.209.347 zł (pozostała wysoko ść  dopłaty w wys. 13.227.767 zł przypadaj ą cej na Miasto Łód ź  tytułem pokrycia straty Spółki za 2012 rok zostanie przekazana w 2015 roku).;
 216.870;Biuro Obsługi Inwestora; 10.000;700 Gospodarka mieszkaniowa; 10.000;70005 Gospodarka gruntami i nieruchomo ś ciami;Gmina;2165611 - Realizacja przedsi ę wzi ęć  wynikaj ą cych z wdro Ŝ enia projektu "Klaster łódzki jako sie ć  współpracy w zakresie innowacji w regionie".; 10.000;wydatki bie Ŝą ce;Powy Ŝ sza kwota zostanie przeznaczona m.in. na sfinansowanie prac zwi ą zanych z opracowaniem kompleksowych ofert nieruchomo ś ci dla inwestorów tj.: ekspertyz technicznych, dotycz ą cych stanu ś rodowiska naturalnego, struktury i wła ś ciwo ś ci geotechnicznych na terenach inwestycyjnych a tak Ŝ e okre ś lenia wyst ę powania zanieczyszcze ń  i ich  ź ródeł. Ponadto w ramach zadania zostan ą  sfinansowane wydatki dotycz ą ce analizy stanów prawnych i dost ę pno ś ci nieruchomo ś ci dla potrzeb inwestorów.;
;; 206.870;750 Administracja publiczna; 206.870;75075 Promocja jednostek samorz ą du terytorialnego;Gmina;2165641 - Działalno ść  zwi ą zana z obsług ą  inwestorów.; 206.870;wydatki bie Ŝą ce;Powy Ŝ sze  ś rodki zostan ą  przeznaczone m.in. na: -koszty usług zwi ą zanych z organizowanymi spotkaniami biznesowymi, konferencjami oraz innymi spotkaniami i przedsi ę wzi ę ciami dotycz ą cymi obsługi inwestorów; -koszty obsługi portali internetowych; aktualizacja portalu invest.lodz.pl,-koszty udziału i organizacji warsztatów z sektorów priorytetowych,-udział w wybranych targach bran Ŝ owych krajowych i zagranicznych;  -koszty wykonywanych ekspertyz, opracowa ń , koncepcji, analiz i opinii.;
 12.098.205;Biuro Promocji, Turystyki i Współpracy z Zagranic ą; 120.000;630 Turystyka; 120.000;63003 Zadania w zakresie upowszechniania turystyki;Gmina;2091301 - Upowszechnianie turystyki.; 100.000;wydatki bie Ŝą ce;W ramach działa ń  zwi ą zanych z upowszechnianiem turystyki realizowane b ę d ą  zadania organizowane przez organiazcje pozarz ą dowe w trybie otwartych konkursów ofert zgodnie z ustaw ą  z dnia 24 kwietnia 2003 roku o działalno ś ci po Ŝ ytku publicznego  i o wolontariacie oraz art.7 ust.1 pkt 10 ustawy z dnia 8 marca 1990 roku o samorz ą dzie gminnym.;
;;;;;;;2112981 - Strategia rozwoju ulicy Piotrkowskiej - turystyka.; 20.000;wydatki bie Ŝą ce;W ramach działa ń  zwi ą zanych z realizacj ą  "Strategii rozwoju ulicy Piotrkowskiej w Łodzi na lata 2009 - 2020" planuje si ę  organizacj ę  w Polsce cyklicznych przedsi ę wzi ęć  promuj ą cych ulic ę  Piotrkowsk ą .;
;; 11.978.205;750 Administracja publiczna; 11.978.205;75075 Promocja jednostek samorz ą du terytorialnego;Gmina;2112811 - Promocja turystyczna Miasta Łodzi.; 452.000;wydatki bie Ŝą ce;W ramach działa ń  zwi ą zanych z promocj ą  turystyczn ą  Miasta planuje si ę  udział w targach turystycznych oraz druk materiałów informacyjnych. W ramach  ś rodków zaplanowanych w tym zadaniu przewidziana jest tak Ŝ e składka członkowska na rzecz Regionalnej Organizacji Turystycznej Województwa Łódzkiego.;
;;;;;;;2112821 - Koszty wydawnictw materiałów informacyjno - promocyjnych; 4.600;wydatki bie Ŝą ce;Zaplanowana kwota przeznaczona b ę dzie na opłacenie mi ę dzy innymi:  - skonsolidowanych w ramach działania UMŁ kosztów druku i dodruku materiałów promocyjnych, np.folderów po ś wi ę conych wa Ŝ niejszym wydarzeniom, imprezom kulturalnym, kalendarza ksi ąŜ kowego i ś ciennego, pakietu ulotek i folderów promocyjnych, plakatów, zaprosze ń , programów i innych materiałów nieb ę dnych do realizacji działa ń  promocyjnych miasta,  - kosztów dodruku istniej ą cych materiałów " pierwszego kontaktu",  - kosztów zakupu wydawnictw w formatach albumowych.;
;;;;;;;2112841 - Obsługa imprez promocyjnych, zakup materiałów, usług i wyposa Ŝ enia do bie Ŝą cej działalno ś ci; 120.000;wydatki bie Ŝą ce;Powy Ŝ sz ą  kwot ę  planuje si ę  przeznaczy ć  na pokrycie skonsolidowanych  kosztów wykonania i zakupu, mi ę dzy innymi: gad Ŝ etów reaklamowych oraz upominków promocyjnych dla potrzeb Urz ę du Miasta Łodzi oraz Rady Miejskiej w Łodzi a tak Ŝ e zakupu wyposa Ŝ enia niezb ę dnego do bie Ŝą cej obsługi i zada ń  Biura.;
;;;;;;;2112971 - Strategia rozwoju ulicy Piotrkowskiej - działania promocyjne na rzecz ulicy Piotrkowskiej.; 10.000;wydatki bie Ŝą ce;W ramach zaplanowanej kwoty realizowane b ę d ą  działania okre ś lone w przyj ę tej "Strategii rozwoju ulicy Piotrkowskiej w Łodzi na lata 2009 - 2020" obejmuj ą ce mi ę dzy innymi rozwój aktywno ś ci ulicy Piotrkowskiej.;
;;;;;;;2155941 - Wydatki z tytułu członkostwa w Europejskim Stowarzyszeniu Wspólnot Przemysłu Tekstylnego ACTE.; 20.000;wydatki bie Ŝą ce;Powy Ŝ sze  ś rodki zostan ą  przeznaczone na opłacenie składki członkowskiej za przynale Ŝ no ść  Miasta do Europejskiego Stowarzyszenia Wspólnot Przemysłu Tekstylnego ACTE.;
;;;;;;;2155971 - Promocja Miasta poprzez prowadzenie Galerii; 20.000;wydatki bie Ŝą ce;Planowana kwota zostanie wydatkowana mi ę dzy innymi na opłacenie kosztów opieki merytorycznej wystaw realizowanych w Galerii UMŁ w siedzibie Biura Promocji, Turystyki i Współpracy z Zagranic ą .;
;;;;;;;2155981 - Promocja wizerunkowa Miasta, działania PR; 21.961;wydatki bie Ŝą ce;W ramach promocji wizerunkowej Miasta planowana kwota zostanie wydatkowana, miedzy innymi nakampanie wizerunkowe oraz działania PR, kampanie radiowe, prasowe, telewizyjne oraz w internecie,kampanie w prasie bran Ŝ owej. Sfinansowane b ę d ą  tak Ŝ e skonsolidowane w UMŁ koszty zakupu powierzchni pod nekrologi, ogłoszenia w prasie regionalnej i ogólnopolskiej, kompleksowa obsługano ś ników reklamowych BTL i citylightów, kampanie społeczne, skonsolidowane w procedurach przetargowych projekty graficzne zamawiane przez komórki organizacyjne UMŁ.;
;;;;;;;2156001 - Współpraca z miastami partnerskimi i innymi miastami zagranicznymi; 457.100;wydatki bie Ŝą ce;Zaplanowane  ś rodki zostan ą  przeznaczone na opłacenie kosztów organizacji rocznicowych obchodów współpracy  miast partnerskich Łodzi, promocj ę  gospodarcz ą  poza granicami kraju oraz  skonsolidowany w ramach UMŁ zakup:  usług hotelarskich i gastronomicznych dla zapraszanych do Łodzi go ś ci zagranicznych oraz usługi tłumaczenia.;
;;;;;;;2156071 - Strategia promocji i komunikacji marketingowej w ramach realizacji imprez modowych, designu inowych technologii; 2.700.000;wydatki bie Ŝą ce;Promocja i wzmocnienie wizerunku Łodzi jako Centrum Przemysłów Kreatywnych,  poprzez zakup usługpromocyjnych, w tym np. promocji miasta w telewizji, radiu, internecie, prasie w ramach realizacji imprez zdziedziny mody, wzornictwa i projektowania oraz nowych technologii.;
;;;;;;;2156081 - Strategia i  komunikacja marketingowa w sektorze promocji gospodarczej; 10.000;wydatki bie Ŝą ce;Zaplanowana kwota przeznaczona b ę dzie mi ę dzy innymi na zakup usług promocyjnych w mediach elektronicznych i papierowych oraz na wykonanie wydawnictw i publikacji dotycz ą cych rozwoju przedsi ę biorczo ś ci, w tym informatorów dla przedsi ę biorców oraz innych materiałów informacyjno - promocyjnych.;
;;;;;;;2156101 - Turystyka biznesowa jako markowy produkt turystyczny Łodzi; 997.444;wydatki bie Ŝą ce;Projekt współfinansowany ze  ś rodków Europejskiego Funduszu Rozwoju Regionalnego w ramach Regionalnego Programu Operacyjnego Województwa Łódzkiego na lata 2007-2013 i realizowany jest wramach Priorytetu III Gospodarka, inowacyjno ść , przedsi ę biorczo ść , działania III.2 podnoszenie inowacyjno ś ci i konkurencyjno ś ci przedsi ę biorstw. Wkład własny na realizacj ę  projektu finansowany jest ze  ś rodków własnych Miasta.   W ramach realizowanego projektu b ę d ą  podejmowane działania promocyjne w obszarze turystyki biznesowej maj ą ce na celu wzmocnienie zainteresowania Łodzi ą  jako atrakcyjnym celem podró Ŝ y biznesowych. W ramach działa ń  zaplanowano opracowanie serwisu internetowego dotycz ą cego turystyki biznesowej w Łodzi, wydanie katalogu, organizacj ę  spotka ń  łódzkiej bran Ŝ y MICE oraz PCO, organizacj ę  wizyt studialnych dla dziennikarzy, przeprowadzenie kampanii promocyjnych w prasie i internecie, prezentacj ę  Łodzi podczas najwi ę kszych targów turystyki biznesowej.;
;;;;;;;2186781 - Łód ź  kreuje - promocja Łodzi gospodarczej; 1.725.000;wydatki bie Ŝą ce;Projekt współfinansowany ze  ś rodków Europejskiego Funduszu Rozwoju Regionalnego w ramach Regionalnego Programu Operacyjnego Województwa Łódzkiego na lata 2007-2013 i realizowany jest wramach Priorytetu III Gospodarka, inowacyjno ść , przedsi ę biorczo ść , działania III.2 podnoszenie inowacyjno ś ci i konkurencyjno ś ci przedsi ę biorstw. Wkład własny na realizacj ę  projektu finansowany jest ze  ś rodków własnych Miasta.  Zaplanowana kwota przeznaczona b ę dzie na realizacj ę  celowanej kampanii promocyjnej przedstawiaj ą cej Łód ź , jako miasto o ogromnym potencjale kreatywnym, atrakcyjnym biznesowo i inwestycyjnie, jako jedno z najpr ęŜ niej w Polsce rozwijaj ą cych si ę  centrów biznesowych / szczególnie w bran Ŝ y BPO, ITO, SSCO, logistyki czy AGD /, jako miasto najlepsze do realizacji planów zawodowych oraz zapewniaj ą ce styl  Ŝ ycia oparty na równowadze  Ŝ yciowej / life balance/.;
;;;;;;;2186791 - Łód ź  kreuje - Centrum Przemysłów Kreatywnych; 2.611.000;wydatki bie Ŝą ce;Projekt współfinansowany ze  ś rodków Europejskiego Funduszu Rozwoju Regionalnego w ramach Regionalnego Programu Operacyjnego Województwa Łódzkiego na lata 2007-2013 i realizowany jest wramach Priorytetu III Gospodarka, inowacyjno ść , przedsi ę biorczo ść , działania III.2 podnoszenie inowacyjno ś ci i konkurencyjno ś ci przedsi ę biorstw. Wkład własny na realizacj ę  projektu finansowany jest ze  ś rodków własnych Miasta.  Zaplanowana kwota przeznaczona b ę dzie na prezentacj ę  na imprezach masowych o charakterze kulturalno- rozrywkowym organizowanych w najwi ę kszych miastach w Polsce, łódzkich firm, usług i produktów łódzkiego sektora kreatywnego, łódzkich festiwali i wydarze ń  zwi ą zanych z sektorem kreatywnym w Łodzi, łódzkich uczelni kształc ą cych w obszarze przemysłów kreatywnych, działa ń wspieraj ą cych rozwój sektora kreatywnego w Łodzi. Równolegle do powy Ŝ szych działa ń  b ę dzie prowadzona ogólnopolska kampania promocyjno - informacyjna zapraszaj ą ca do odwiedzenia stref kreatywnych miasta.;
;;;;;;;2186801 - "Łód ź  na weekend" - promocja oferty turystycznej Łodzi typu city break; 2.499.100;wydatki bie Ŝą ce;Projekt współfinansowany ze  ś rodków Europejskiego Funduszu Rozwoju Regionalnego w ramach Regionalnego Programu Operacyjnego Województwa Łódzkiego na lata 2007-2013 i realizowany jest wramach Priorytetu III Gospodarka, inowacyjno ść , przedsi ę biorczo ść , działania III.2 podnoszenie inowacyjno ś ci i konkurencyjno ś ci przedsi ę biorstw. Wkład własny na realizacj ę  projektu finansowany jest ze  ś rodków własnych Miasta.   W ramach realizowanego projektu zostanie przygotowana spójna koncepcja kampanii promocyjnej ofertyturystycznej Łodzi w postaci krótkich przyjazdów typu city break. W ramach poszczególnych zada ń zostanie opracowana koncepcja zintegrowanej kampanii promocyjnej w formie promocji  outdoorowej wnajwi ę kszych miastach Polski oraz kampania w mediach elektronicznych, papierowych oraz w kinie.;
;;;;;;;2186811 - Wirtualny Spacerownik - odtwarzanie utraconych zabytków architektury na wirtualnej mapie Łodzi.; 300.000;wydatki bie Ŝą ce;Zaplanowana kwota zostanie przeznaczona na odtworzenie w przestrzeni wirtualnej najwspanialszychzabytków łódzkiej architektury  Ŝ ydowskiej oraz przygotowania wirtualnej mapy Miasta z odtworzonymi zabytkami.;
;;;;;;;2186821 - Choinka Miejska na Bo Ŝ e Narodzenie 2014.; 30.000;wydatki bie Ŝą ce;;
 2.020.198;Biuro Rady Miejskiej; 2.020.198;750 Administracja publiczna; 2.020.198;75022 Rady gmin (miast i miast na prawach powiatu);Gmina;2000191 - Wydatki bie Ŝą ce; 1.720.198;wydatki bie Ŝą ce;Planowana kwota przeznaczona zostanie m.in. na:- diety przysługuj ą ce radnym za udział w sesjach, w pracach komisji Rady Miejskiej oraz inne wydatki osobowe, stanowi ą ce 85 % planowanych wydatków, - wydatki rzeczowe dotycz ą ce zakupu materiałów i wyposa Ŝ enia oraz usługi obce niezb ę dne dla funkcjonowania Rady Miejskiej stanowi ą ce 15 % wydatków. W planowanych wydatkach osobowych została zabezpieczona kwota 125 000 zł przeznaczona naNagrody Miasta Łodzi przyznawane corocznie decyzj ą  Rady Miejskiej.;
;;;;;;;2188251 - Koszty wydawnictw materiałów informacyjno-promocyjnych Biura Rady Miejskiej; 300.000;wydatki bie Ŝą ce;Zaplanowana kwota przeznaczona b ę dzie mi ę dzy innymi na działania informacyjne na temat bie Ŝą cej działalno ś ci RM w Łodzi i podejmowanych przez Radnych inicjatyw.;
 6.418.442;Biuro Rozwoju Przedsi ę biorczo ś ci i Miejsc Pracy; 3.877.929;750 Administracja publiczna; 1.000;75023 Urz ę dy gmin (miast i miast na prawach powiatu);Powiat;2165412 - Wydatki zwi ą zane z wykonywaniem zada ń  własnych powiatu okre ś lonych ustaw ą  o transporcie drogowym.; 1.000;wydatki bie Ŝą ce;Powy Ŝ sze  ś rodki zaplanowane zostały na zakup i dostaw ę  naklejek z informacj ą  o pobieranych opłatach, posiadanych do wgl ą du przepisach porz ą dkowych oraz organie wła ś ciwym do rozpatrywania skarg i wniosków w sprawie  ś wiadczonych usług przewozowych, wymaganych jako dodatkowe oznaczenie taksówek.;
